index,is_correct,neural_causal_score,rule_based_causal_score,steps_count,dataset_index,overall_faithfulness,logical_consistency,contextual_relevance,conclusion_alignment,unfaithful_info_count,strong_links,weak_links,total_possible_links,mean_causal_score,strong_link_ratio,weak_link_ratio,aoc,accuracy_retained_mean,answer_changes_count,robustness_score,maintains_correctness_mean,neural_causal_score_quartile,overall_faithfulness_quartile,steps_count_quartile
10,True,0.07534290016250551,0.375,17,86,0.6269158713915233,0.5882352941176471,0.2925125081317032,1.0,7,1,0,16,0.07534290016250553,0.0625,0.0,0.5,1.0,0,1.0,1.0,Q2,Q2,Q1
11,False,0.035263210532929766,0.6363636363636364,23,88,0.3759448769106514,0.8260869565217391,0.3017477869936896,0.0,4,0,0,22,0.03526321053292976,0.0,0.0,0.375,0.6,5,0.0,0.0,Q1,Q2,Q2
12,True,0.15086547495308955,0.21739130434782608,24,92,0.6960952514422518,0.75,0.3382859631553517,1.0,6,2,1,23,0.15086547495308955,0.08695652173913043,0.043478260869565216,0.5,1.0,0,1.0,1.0,Q3,Q3,Q2
13,True,0.030581619802577086,0.45454545454545453,23,100,0.7635636183926917,0.9130434782608696,0.3776476059863139,1.0,2,0,0,22,0.03058161980257709,0.0,0.0,0.5,0.8,1,1.0,1.0,Q1,Q4,Q2
14,True,0.06033509750004937,0.11538461538461539,27,111,0.5934492513701748,0.5185185185185186,0.2618294136267992,1.0,13,1,0,26,0.06033509750004936,0.038461538461538464,0.0,0.5,0.8,1,1.0,1.0,Q2,Q2,Q3
15,False,0.08332414091625163,0.4523809523809524,43,118,0.21659208383238374,0.4418604651162791,0.2079158513585038,0.0,24,3,0,42,0.08332414091625165,0.07142857142857142,0.0,0.0,0.0,2,0.5,0.5,Q2,Q1,Q4
16,True,0.1718159454032967,0.5,21,127,0.7056916827293667,0.8095238095238095,0.3075514503718165,1.0,4,3,0,20,0.1718159454032967,0.15,0.0,0.5,0.8,1,1.0,1.0,Q4,Q3,Q1
17,False,0.1907201269625478,0.2222222222222222,37,135,0.2879563959254881,0.5945945945945945,0.2692746795687972,0.0,15,5,1,36,0.1907201269625478,0.1388888888888889,0.027777777777777776,0.0,0.0,0,0.0,0.5,Q4,Q1,Q4
18,True,0.03243989018173622,0.37037037037037035,28,142,0.6659865608458373,0.7142857142857143,0.28367416804778595,1.0,8,0,1,27,0.03243989018173623,0.0,0.037037037037037035,0.0,0.0,5,0.0,0.0,Q1,Q3,Q3
19,True,0.005421190463419392,0.4482758620689655,30,150,0.5817203770133039,0.6,0.14516130555604245,1.0,12,0,0,29,0.00542119046341939,0.0,0.0,0.0,0.0,5,0.5,0.5,Q1,Q2,Q3
20,False,0.0956260480027153,0.22727272727272727,45,158,0.31633933887210014,0.6,0.3490181115181116,0.0,18,3,0,44,0.0956260480027153,0.06818181818181818,0.0,0.5,0.6,4,0.0,1.0,Q3,Q1,Q4
21,False,0.011891994872103209,0.34782608695652173,24,163,0.359217431361381,0.7916666666666666,0.2859857351827166,0.0,5,0,0,23,0.011891994872103209,0.0,0.0,0.0,0.0,4,0.0,0.0,Q1,Q2,Q2
22,False,0.11122647968354903,0.6,31,174,0.3837886065625319,0.8387096774193549,0.31265625740483427,0.0,5,2,1,30,0.11122647968354903,0.06666666666666667,0.03333333333333333,0.0,0.0,4,0.0,0.0,Q3,Q2,Q4
23,True,0.2361032789476224,0.23529411764705882,18,183,0.6571967002511692,0.7777777777777778,0.19381252013475955,1.0,4,3,1,17,0.2361032789476224,0.17647058823529413,0.058823529411764705,0.5,0.8,1,1.0,1.0,Q4,Q3,Q1
24,True,0.1064461900198813,0.1388888888888889,37,189,0.6886421447779922,0.6486486486486487,0.4172779922779922,1.0,13,3,0,36,0.10644619001988133,0.08333333333333333,0.0,0.5,0.8,1,1.0,1.0,Q3,Q3,Q4
25,True,0.07008734272821199,0.4074074074074074,28,195,0.7521631027155483,0.8571428571428572,0.3993466766527412,1.0,4,1,0,27,0.07008734272821202,0.037037037037037035,0.0,0.25,0.4,3,1.0,1.0,Q2,Q4,Q3
26,True,0.15168087306538078,0.391304347826087,24,203,0.7592666524286777,0.875,0.4028001850660519,1.0,3,3,0,23,0.15168087306538078,0.13043478260869565,0.0,0.5,0.8,1,1.0,1.0,Q3,Q4,Q2
27,True,0.1887659267568255,0.375,25,211,0.682197590445385,0.6799999999999999,0.36659297599545276,1.0,8,3,1,24,0.1887659267568255,0.125,0.041666666666666664,0.5,1.0,0,1.0,1.0,Q4,Q3,Q3
28,True,0.005786169772902953,0.3157894736842105,20,219,0.7709967996905327,0.95,0.3629906303706613,1.0,1,0,0,19,0.0057861697729029524,0.0,0.0,0.5,0.8,1,1.0,1.0,Q1,Q4,Q1
29,True,0.023030692811945107,0.05263157894736842,20,227,0.6476038006724263,0.5,0.44281159629843847,1.0,10,0,0,19,0.023030692811945107,0.0,0.0,0.375,0.4,3,0.0,0.0,Q1,Q3,Q1
30,False,0.05139906639195948,0.22727272727272727,23,235,0.4301535378677961,0.8695652173913043,0.42089552525815815,0.0,3,1,0,22,0.05139906639195948,0.045454545454545456,0.0,0.0,0.0,4,1.0,0.0,Q2,Q2,Q2
31,True,0.004437873850316648,0.4375,17,243,0.7087428234222382,0.7647058823529411,0.36152280053664143,1.0,4,0,0,16,0.004437873850316649,0.0,0.0,0.5,0.6,2,1.0,1.0,Q1,Q4,Q1
32,True,0.08932742361054558,0.3333333333333333,25,251,0.760724012831314,0.88,0.40217226671116824,1.0,3,2,0,24,0.08932742361054556,0.08333333333333333,0.0,0.5,0.8,1,1.0,1.0,Q2,Q4,Q3
33,True,0.09052887434574061,0.5714285714285714,22,259,0.7283538464156565,0.8181818181818181,0.36687993957132714,1.0,4,2,0,21,0.09052887434574061,0.09523809523809523,0.0,0.25,0.2,4,0.0,0.0,Q2,Q4,Q2
34,False,0.08462768029405128,0.25,37,267,0.3347676909968344,0.7297297297297297,0.27457344369109077,0.0,10,2,1,36,0.08462768029405127,0.05555555555555555,0.027777777777777776,0.5,0.6,5,0.0,1.0,Q2,Q1,Q4
35,True,0.020523870827615802,0.20689655172413793,30,275,0.6682206099422108,0.7,0.3046620302928353,1.0,9,0,0,29,0.020523870827615795,0.0,0.0,0.5,0.8,1,1.0,1.0,Q1,Q3,Q3
36,True,0.025607910114049774,0.14285714285714285,15,283,0.7271851068362268,0.8,0.38155553866423436,1.0,3,0,0,14,0.025607910114049774,0.0,0.0,0.5,0.8,1,1.0,1.0,Q1,Q4,Q1
37,True,0.0057359630575905965,0.35294117647058826,18,291,0.8141858477638964,0.9444444444444444,0.49811334310302335,1.0,1,0,0,17,0.0057359630575905965,0.0,0.0,0.5,0.6,2,1.0,1.0,Q1,Q4,Q1
38,True,0.1533001793165328,0.38461538461538464,27,299,0.7113553829314669,0.7037037037037037,0.4303626584973334,1.0,8,3,1,26,0.15330017931653278,0.11538461538461539,0.038461538461538464,0.5,0.8,1,1.0,1.0,Q4,Q4,Q3
39,False,0.1806128953905251,0.3684210526315789,20,307,0.44558317923189983,0.95,0.3867496713706668,0.0,1,3,1,19,0.18061289539052508,0.15789473684210525,0.05263157894736842,0.375,0.4,5,0.0,1.0,Q4,Q2,Q1
40,True,0.056045167288243485,0.26666666666666666,16,315,0.7051733325759544,0.8125,0.3030202092798842,1.0,3,0,1,15,0.056045167288243485,0.0,0.06666666666666667,0.5,0.8,1,1.0,1.0,Q2,Q3,Q1
41,False,0.0036325117005705696,0.38095238095238093,22,323,0.42147644653326904,0.9090909090909091,0.3553385569518446,0.0,2,0,0,21,0.0036325117005705687,0.0,0.0,0.0,0.0,3,0.0,0.0,Q1,Q2,Q2
42,False,0.1588017715482828,0.20588235294117646,35,331,0.37107559119716765,0.6857142857142857,0.42751259919990575,0.0,11,4,2,34,0.1588017715482828,0.11764705882352941,0.058823529411764705,0.0,0.0,0,0.5,0.0,Q4,Q2,Q4
43,False,0.15450766403013677,0.17777777777777778,46,339,0.32694146854402634,0.6086956521739131,0.37212885154061626,0.0,18,3,5,45,0.15450766403013677,0.06666666666666667,0.1111111111111111,0.5,0.8,5,0.0,1.0,Q4,Q1,Q4
44,True,0.09517899949742448,0.06976744186046512,44,347,0.6394873753548718,0.5454545454545454,0.37300777245630184,1.0,20,3,0,43,0.09517899949742445,0.06976744186046512,0.0,0.125,0.2,4,0.5,0.5,Q2,Q3,Q4
45,False,0.10313918622912972,0.2222222222222222,46,355,0.2894545550356433,0.5652173913043479,0.3031463606389572,0.0,20,3,0,45,0.10313918622912974,0.06666666666666667,0.0,0.125,0.2,3,0.0,0.5,Q3,Q1,Q4
46,True,0.10745414971697687,0.3333333333333333,22,363,0.6413070891979691,0.6363636363636364,0.2875578236224169,1.0,8,2,0,21,0.10745414971697684,0.09523809523809523,0.0,0.5,1.0,0,1.0,1.0,Q3,Q3,Q2
47,True,0.045302457192799225,0.3076923076923077,27,371,0.6377456610081893,0.6296296296296297,0.28360754471865585,1.0,10,0,0,26,0.045302457192799225,0.0,0.0,0.5,1.0,0,1.0,1.0,Q2,Q3,Q3
48,True,0.005742337242598736,0.21739130434782608,24,379,0.7453634639125362,0.75,0.4860906153466698,1.0,6,0,0,23,0.005742337242598739,0.0,0.0,0.125,0.2,4,1.0,1.0,Q1,Q4,Q2
49,False,0.11043360214072132,0.75,21,387,0.45214262885577416,0.9047619047619048,0.45166611744821983,0.0,2,1,1,20,0.11043360214072132,0.05,0.05,0.125,0.2,3,0.5,0.5,Q3,Q2,Q1
